place_id,name,address
ChIJodsgl--Y54kRKHQ973XJEHE,Torrington Savings Bank,"635 Main St, Torrington, CT 06790, United States"
ChIJv-QK7veY54kRPn_6ZFS_-9Y,Torrington Savings Bank,"30 Mason St, Torrington, CT 06790, United States"
ChIJvf1Xegmi54kRCS3nyv_m0aM,Torrington Savings Bank,"235 Dibble St, Torrington, CT 06790, United States"
ChIJE6qknUen54kR3DaUhhs2HSw,Torrington Savings Bank,"518 Main St, New Hartford, CT 06057, United States"
ChIJPxcPrKd454kRiNMiiiWVnK8,Torrington Savings Bank,"10 CT-126, Falls Village, CT 06031, United States"
ChIJFwGLmy2754kR3ykhQ-N0Yww,Torrington Savings Bank,"888 Farmington Ave, Bristol, CT 06010, United States"
ChIJBywgefKk54kReVDB_DKDWvI,Torrington Savings Bank,"260 Spielman Hwy, Burlington, CT 06013, United States"
ChIJv4yIJg-b54kR9GX1OL2Q3iQ,Torrington Savings Bank,"55 Sharon Turnpike, Goshen, CT 06756, United States"
