place_id,name,address
ChIJf02FhTh45okRjGodabURHqs,Eastern Connecticut Savings Bank,"1 Slater Ave, Jewett City, CT 06351, United States"
ChIJz1xpAzFy5okRYaBoK-dsDsU,Eastern Connecticut Savings Bank,"666 W Main St, Norwich, CT 06360, United States"
ChIJb9UosWFx5okRTQvhDifKWPo,Eastern Connecticut Savings Bank,"257 Main St #1, Norwich, CT 06360, United States"
ChIJN-Jybrpx5okRb64zQHR5SCQ,Eastern Connecticut Savings Bank,"220 W Town St, Norwich, CT 06360, United States"
ChIJlUIOy8jV5YkR3vJ-xXeeMBA,Eastern Connecticut Savings Bank,"14 Lathrop Rd, Plainfield, CT 06374, United States"
