place_id,name,address
ChIJdyNyraBx54gRiKew2zVJh7Q,Fieldpoint Private,"272 W New England Ave, Winter Park, FL 32789, United States"
ChIJvccV_UmYwokRzIZk6IkvfCg,Fieldpoint Private,"One Greenwich Plaza Suite A, Second Floor, Greenwich, CT 06830, United States"
