place_id,name,address
ChIJVyhF4gynwokRCCz4JPULxkg,Bankwell,"156 Cherry St, New Canaan, CT 06840, United States"
ChIJ-eWmSpQP6IkRDYKpa4TY1pc,Bankwell,"2220 Black Rock Tpke, Fairfield, CT 06825, United States"
ChIJqYl88WLa54kROftu9MSx0u8,Bankwell,"2704 Dixwell Ave, Hamden, CT 06514, United States"
ChIJlaqennMQ6IkRnFdDtXLLhA4,Bankwell,"1 Sasco Hill Rd, Fairfield, CT 06824, United States"
ChIJEXtqO7Qb6IkRK27TI7VvMqM,Bankwell,"100 Post Rd E, Westport, CT 06880, United States"
ChIJ_UJ2heuhwokRrI3qmgpvHAI,Bankwell,"1065 Post Rd, Darien, CT 06820, United States"
ChIJbX2oymsc6IkRB3rhb_gmzPM,Bankwell,"370 Westport Ave, Norwalk, CT 06851, United States"
ChIJk9o5kemhwokRlaTTDO_ROJc,Bankwell,"300 Atlantic St, Stamford, CT 06901, United States"
ChIJJxSqU3WhwokR_EaVphdFwCQ,Bankwell,"1095 High Ridge Rd, Stamford, CT 06905, United States"
