created_at,text
,"@MandT_Bank I am so tired of the mobile app never working. Can’t deposit checks, can’t use Zelle. Just useless"
,"@MandT_Bank good morning. may i ask why the app is unavailable all the time?? and no i don’t want to be connected with customer service because it’s not just me, it’s the app. https://t.co/ya2awewmto"
,"@MandT_Bank Dudes,

AS SOON AS I LOG IN, it says I exceeded my time limit and logs me out.

Please fix."
,"Festival of Flowers is generously sponsored by @MandT_Bank; Flowers, Flowers!; and Season Supporter @massmutual. Supported by @DurocherFlorist and @RandallsFarm. Floral materials generously provided by @SFSflowers. https://t.co/5WD1MLUhS6"
,"Thank you @WNYT for highlighting the new @orangetheory Saratoga Springs at @WiltonMall!

Grateful to @MandT_Bank for sponsoring these news segments about small businesses in our community.

https://t.co/yU9FGOg3U2"
,"Open a new @MandT_Bank personal checking account, meet the qualifying requirements and get rewarded! Check out the latest offer: https://t.co/FirXT0ldWx"
,"RT @ErieCountyNY: The @BuffaloScience Museum welcomes Astronaut Jeremy Hansen this Sunday, April 7!

Presentation starts 10:30 AM; doors op…"
,"The @BuffaloScience Museum welcomes Astronaut Jeremy Hansen this Sunday, April 7!

Presentation starts 10:30 AM; doors open 9:30 AM. Seating is first come, first served.

Presented by @NASA with @BuffaloScience Museum; support from @MandT_Bank.

More info: https://t.co/c7Wk4J9W7y https://t.co/mZw6JtkW8z"
,"April 15, discover the 2024-25 Broadway season at the Flynn. We’re thrilled to have Tony and Grammy Winner @anaismitchell, creator of @hadestown kick off our next Broadway season this fall. Find out more at https://t.co/YeXnPslnD0
Thanks to Broadway Sponsor @MandT_Bank"
,"Twi Team Preview: Wethersfield-based M&amp;T Bank 🏦 aka The Bankers franchise have been directed by Manager Tom Abbruzzese every season since 1976. 

Their 2024 roster has been posted: https://t.co/QzzxLR50Qv

#ctbase #ghtbl

Thank you @MandT_Bank!"
,"PGCEDC and @mandt_bank present 0-100 Accelerator Program, a multi-week program and pitch competition w/ cash prizes up to $4,500! Starts: 4/25/24-6/14/24 w/ Registration Due By: April 5, 2024. Program limited to 30 participants. Must be fluent in Spanish https://t.co/t402TWEsWr https://t.co/2W3rE9lxyL"
,"@MandT_Bank so your ATM at Millard Fillmore Suburban Hospital
Is down…again.  Seriously, McDonalds ice cream machines aren’t out of order as often as that ATM.  Be better."
,"@MandT_Bank 🎶 Happy Hour featuring live music with Alyssa Crosby and Nick G (4:30 pm - 5:30 pm)
📻 Media Sponsors: @townsquaremedia and @wicztv"
,"𝐓𝐨𝐧𝐢𝐠𝐡𝐭'𝐬 𝐏𝐫𝐨𝐦𝐨𝐭𝐢𝐨𝐧𝐬:
⚾ Opening Night presented by @MandT_Bank
🆓 2024 Magnet Schedule giveaway presented by SVN Associates and the Binghamton Baseball Booster Club (1st 1,000 fans)
🎆 Miller Auto Team Fireworks Series"
,"Thank you @WNYT for highlighting the new The Bunker location in Saratoga Springs, NY!

Grateful to @MandT_Bank for sponsoring these news segments about small businesses in our community.

https://t.co/jI4tZmOEf5 .  ."
,"@Mirabito @VisionsFCU @MandT_Bank 🎶 Happy Hour featuring live music with Alyssa Crosby and Nick G (4:30 pm - 5:30 pm)
📻 Media Sponsors: @townsquaremedia and @wicztv"
,"@Mirabito @VisionsFCU ⚾ Opening Night presented by @MandT_Bank
🆓 2024 Magnet Schedule giveaway presented by SVN Associates and the Binghamton Baseball Booster Club (1st 1,000 fans)
🎆 Miller Auto Team Fireworks Series"
,"🔽 $DYDX

@KateLope795285 @JiaQuan28943753 @MAzhar66268647 @megankamerick @gabriel_atrk @DanilTeuku86 @AdamsMatunji @alpv95 @ElfredL57707 @LolotovMocktail @MandT_Bank @Akn27435454 @JxhnnyPaycheck @shma_eth @IzaiahMiller69

https://t.co/2Go40vs9Yy"
,"RT @SpfldMuseums: Festival of Flowers After Hours is sponsored by @WBBetterBanking.

Festival of Flowers is generously sponsored by @MandT_…"
,"Festival of Flowers After Hours is sponsored by @WBBetterBanking.

Festival of Flowers is generously sponsored by @MandT_Bank; Flowers, Flowers!; and Season Supporter @massmutual. Supported by @DurocherFlorist and @RandallsFarm. Floral materials generously provided by @SFSflowers https://t.co/TAJvgyOWIo"
,"Thank you to our sponsors! 
American Fireworks Display LLC, ANC Heating &amp; Cooling, Binghamton Baseball Booster Club, @binghamtonu, @CoughlinGerhart, @Delta_EAS, F. E. Jones Construction, @wicztv, Gallagher Baker, PC, Hinman, Howard &amp; Kattell, LLP, @IOAUSA, @Mirabito @MandT_Bank"
,RT @Darren_Surch: @MandT_Bank @MainframeGuyBS @IBM @IBMZ #MainframeLegend
,@MandT_Bank @MainframeGuyBS @IBM @IBMZ #MainframeLegend
,"@MandT_Bank @IBM @IBMZ @IBMSecurity @UMESNews @UMESNAA @apa1906NETwork @MightyMAAC @AlphasKPL_HoCo 

Mainframe 4Eva. Happy 4/4 😎 https://t.co/HfoGIuaMF6"
,"@ByGerrySullivan I have extra glasses from a neighbor who works @MandT_Bank. Neighbor kid parents won’t need all of them so if you strike out, DM me. But also, you can just hop on an @NFTAMetro bus at 2:50pm on Monday!"
,from @REBusiness: M&amp;amp;T Realty Capital Provides $414.8M Refinancing for Brooklyn Crossing Apartment Tower in New York City  - https://t.co/uLwMKgF7zz @MandT_Bank @BrodskyOrg https://t.co/oGZJdnAfA9
,"PGCEDC and @mandt_bank present 0-100 Accelerator Program, a multi-week program and pitch competition w/ cash prizes up to $4,500! Starts: 4/25/24-6/14/24 w/ Registration Due By: April 5, 2024. Program limited to 30 participants. Must be fluent in Spanish https://t.co/t402TWEsWr https://t.co/EzD2Ofey7V"
,"Applications for our Touchdown for Teachers program, presented by @MandT_Bank close tomorrow! 

Nominate a teacher here: https://t.co/sdGYkOw4Kh https://t.co/yQhIzPRVHc"
,"RT @SaratogaChamber: Thank you @WNYT for highlighting our friends at @designtramp!

Grateful to @MandT_Bank for sponsoring these new segmen…"
,"Thank you @WNYT for highlighting our friends at @designtramp!

Grateful to @MandT_Bank for sponsoring these new segments about small businesses in our community.

https://t.co/orH3tRo1ED"
,We are thrilled to announce that we have been chosen to receive a 30 &amp; 30 grant from the @MandT_Bank Charitable Foundation to help fund the mission of the Center for Transformative Change (CTC)! https://t.co/yRTALO9cJc
,RT @wgregrothman: Monday at ⁦@thecityofhbg⁩ John Harris High School talking civics with students and Wednesday at St. Patrick’s with ⁦@RepG…
,RT @stefondiggs: What you got? @MandT_Bank #Partner https://t.co/DsxLeBTbwm
